file,step,wall_time,tag,value
./test/events.out.tfevents.1687340060.iGpu25,3260000,1687341495.5723567,ray/tune/episode_reward_max,1975.0
./test/events.out.tfevents.1687340060.iGpu25,3280000,1687341503.990158,ray/tune/episode_reward_max,1650.0
./test/events.out.tfevents.1687340060.iGpu25,3300000,1687341512.5310984,ray/tune/episode_reward_max,1850.0
./test/events.out.tfevents.1687340060.iGpu25,3320000,1687341521.7334347,ray/tune/episode_reward_max,1850.0
./test/events.out.tfevents.1687340060.iGpu25,3340000,1687341530.1769693,ray/tune/episode_reward_max,1600.0
./test/events.out.tfevents.1687340060.iGpu25,3360000,1687341538.6235406,ray/tune/episode_reward_max,1825.0
./test/events.out.tfevents.1687340060.iGpu25,3380000,1687341547.1080108,ray/tune/episode_reward_max,1825.0
./test/events.out.tfevents.1687340060.iGpu25,3400000,1687341555.476,ray/tune/episode_reward_max,1750.0
./test/events.out.tfevents.1687340060.iGpu25,3420000,1687341564.003625,ray/tune/episode_reward_max,1550.0
./test/events.out.tfevents.1687340060.iGpu25,3440000,1687341572.5193095,ray/tune/episode_reward_max,2075.0
./test/events.out.tfevents.1687340060.iGpu25,3460000,1687341581.0840294,ray/tune/episode_reward_max,2075.0
./test/events.out.tfevents.1687340060.iGpu25,3480000,1687341590.616587,ray/tune/episode_reward_max,1950.0
./test/events.out.tfevents.1687340060.iGpu25,3500000,1687341599.2432647,ray/tune/episode_reward_max,1875.0
./test/events.out.tfevents.1687340060.iGpu25,3520000,1687341607.7241497,ray/tune/episode_reward_max,2325.0
./test/events.out.tfevents.1687340060.iGpu25,3540000,1687341616.1200275,ray/tune/episode_reward_max,1825.0
./test/events.out.tfevents.1687340060.iGpu25,3560000,1687341624.6737263,ray/tune/episode_reward_max,1825.0
./test/events.out.tfevents.1687340060.iGpu25,3580000,1687341633.1932116,ray/tune/episode_reward_max,2625.0
./test/events.out.tfevents.1687340060.iGpu25,3600000,1687341641.5960605,ray/tune/episode_reward_max,2625.0
./test/events.out.tfevents.1687340060.iGpu25,3620000,1687341650.1282315,ray/tune/episode_reward_max,2175.0
./test/events.out.tfevents.1687340060.iGpu25,3640000,1687341658.5426896,ray/tune/episode_reward_max,1975.0
./test/events.out.tfevents.1687340060.iGpu25,3660000,1687341667.006812,ray/tune/episode_reward_max,1550.0
./test/events.out.tfevents.1687340060.iGpu25,3680000,1687341675.9774868,ray/tune/episode_reward_max,1675.0
./test/events.out.tfevents.1687340060.iGpu25,3700000,1687341685.7836769,ray/tune/episode_reward_max,2650.0
./test/events.out.tfevents.1687340060.iGpu25,3720000,1687341694.2313728,ray/tune/episode_reward_max,2650.0
./test/events.out.tfevents.1687340060.iGpu25,3740000,1687341702.6072204,ray/tune/episode_reward_max,2400.0
./test/events.out.tfevents.1687340060.iGpu25,3760000,1687341711.0312681,ray/tune/episode_reward_max,2625.0
./test/events.out.tfevents.1687340060.iGpu25,3780000,1687341719.5498583,ray/tune/episode_reward_max,2625.0
./test/events.out.tfevents.1687340060.iGpu25,3800000,1687341728.067883,ray/tune/episode_reward_max,2125.0
./test/events.out.tfevents.1687340060.iGpu25,3820000,1687341736.4464035,ray/tune/episode_reward_max,2600.0
./test/events.out.tfevents.1687340060.iGpu25,3840000,1687341744.8253577,ray/tune/episode_reward_max,2600.0
./test/events.out.tfevents.1687340060.iGpu25,3860000,1687341753.282856,ray/tune/episode_reward_max,2600.0
./test/events.out.tfevents.1687340060.iGpu25,3880000,1687341761.905418,ray/tune/episode_reward_max,1950.0
./test/events.out.tfevents.1687340060.iGpu25,3900000,1687341771.7577581,ray/tune/episode_reward_max,2325.0
./test/events.out.tfevents.1687340060.iGpu25,3920000,1687341780.3011093,ray/tune/episode_reward_max,2625.0
./test/events.out.tfevents.1687340060.iGpu25,3940000,1687341788.633715,ray/tune/episode_reward_max,2925.0
./test/events.out.tfevents.1687340060.iGpu25,3960000,1687341797.1149933,ray/tune/episode_reward_max,2925.0
./test/events.out.tfevents.1687340060.iGpu25,3980000,1687341805.5135777,ray/tune/episode_reward_max,3075.0
./test/events.out.tfevents.1687340060.iGpu25,4000000,1687341813.9783056,ray/tune/episode_reward_max,3075.0
./test/events.out.tfevents.1687340060.iGpu25,4020000,1687341822.489531,ray/tune/episode_reward_max,2275.0
./test/events.out.tfevents.1687340060.iGpu25,4040000,1687341830.7920759,ray/tune/episode_reward_max,2275.0
./test/events.out.tfevents.1687340060.iGpu25,4060000,1687341839.3022072,ray/tune/episode_reward_max,2050.0
./test/events.out.tfevents.1687340060.iGpu25,4080000,1687341848.5083277,ray/tune/episode_reward_max,2050.0
./test/events.out.tfevents.1687340060.iGpu25,4100000,1687341856.9905784,ray/tune/episode_reward_max,2050.0
./test/events.out.tfevents.1687340060.iGpu25,4120000,1687341867.2549155,ray/tune/episode_reward_max,2050.0
./test/events.out.tfevents.1687340060.iGpu25,4140000,1687341875.8496153,ray/tune/episode_reward_max,1800.0
./test/events.out.tfevents.1687340060.iGpu25,4160000,1687341884.324964,ray/tune/episode_reward_max,1950.0
./test/events.out.tfevents.1687340060.iGpu25,4180000,1687341892.8347282,ray/tune/episode_reward_max,1950.0
./test/events.out.tfevents.1687340060.iGpu25,4200000,1687341901.3430395,ray/tune/episode_reward_max,1925.0
./test/events.out.tfevents.1687340060.iGpu25,4220000,1687341909.9063113,ray/tune/episode_reward_max,2250.0
./test/events.out.tfevents.1687340060.iGpu25,4240000,1687341918.3536353,ray/tune/episode_reward_max,2250.0
./test/events.out.tfevents.1687340060.iGpu25,4260000,1687341926.9317753,ray/tune/episode_reward_max,2275.0
./test/events.out.tfevents.1687340060.iGpu25,4280000,1687341935.3411384,ray/tune/episode_reward_max,2275.0
./test/events.out.tfevents.1687340060.iGpu25,4300000,1687341943.8300307,ray/tune/episode_reward_max,2250.0
./test/events.out.tfevents.1687340060.iGpu25,4320000,1687341952.1634853,ray/tune/episode_reward_max,1825.0
./test/events.out.tfevents.1687340060.iGpu25,4340000,1687341962.2691278,ray/tune/episode_reward_max,3150.0
./test/events.out.tfevents.1687340060.iGpu25,4360000,1687341970.6224766,ray/tune/episode_reward_max,3150.0
./test/events.out.tfevents.1687340060.iGpu25,4380000,1687341978.9940667,ray/tune/episode_reward_max,2275.0
./test/events.out.tfevents.1687340060.iGpu25,4400000,1687341987.4216168,ray/tune/episode_reward_max,2875.0
./test/events.out.tfevents.1687340060.iGpu25,4420000,1687341995.9031062,ray/tune/episode_reward_max,2875.0
./test/events.out.tfevents.1687340060.iGpu25,4440000,1687342004.441536,ray/tune/episode_reward_max,2475.0
./test/events.out.tfevents.1687340060.iGpu25,4460000,1687342013.6818883,ray/tune/episode_reward_max,2475.0
./test/events.out.tfevents.1687340060.iGpu25,4480000,1687342022.2617936,ray/tune/episode_reward_max,2500.0
./test/events.out.tfevents.1687340060.iGpu25,4500000,1687342030.7131827,ray/tune/episode_reward_max,2675.0
./test/events.out.tfevents.1687340060.iGpu25,4520000,1687342039.1200495,ray/tune/episode_reward_max,2675.0
./test/events.out.tfevents.1687340060.iGpu25,4540000,1687342047.696786,ray/tune/episode_reward_max,2675.0
./test/events.out.tfevents.1687340060.iGpu25,4560000,1687342057.3149056,ray/tune/episode_reward_max,2225.0
./test/events.out.tfevents.1687340060.iGpu25,4580000,1687342065.7644093,ray/tune/episode_reward_max,2375.0
./test/events.out.tfevents.1687340060.iGpu25,4600000,1687342074.2536576,ray/tune/episode_reward_max,2375.0
./test/events.out.tfevents.1687340060.iGpu25,4620000,1687342082.6541312,ray/tune/episode_reward_max,2700.0
./test/events.out.tfevents.1687340060.iGpu25,4640000,1687342091.1892319,ray/tune/episode_reward_max,3400.0
