step,value
3040000,155.3000030517578
3060000,149.5500030517578
3080000,144.14999389648438
3100000,146.8000030517578
3120000,151.75
3140000,142.10000610351562
3160000,136.85000610351562
3180000,136.4499969482422
3200000,144.0500030517578
3220000,144.60000610351562
3240000,143.10000610351562
3260000,141.6999969482422
3280000,141.8000030517578
3300000,155.0500030517578
3320000,165.4499969482422
3340000,177.9499969482422
3360000,166.14999389648438
3380000,150.60000610351562
3400000,163.9499969482422
3420000,167.14999389648438
3440000,181.0
3460000,172.39999389648438
3480000,147.9499969482422
3500000,134.4499969482422
3520000,134.4499969482422
3540000,138.85000610351562
3560000,134.0
3580000,135.85000610351562
3600000,140.1999969482422
3620000,138.0
3640000,144.89999389648438
3660000,140.4499969482422
3680000,143.64999389648438
3700000,142.1999969482422
3720000,143.25
3740000,139.4499969482422
3760000,142.14999389648438
3780000,144.14999389648438
3800000,143.89999389648438
3820000,152.4499969482422
3840000,152.64999389648438
3860000,152.39999389648438
3880000,160.64999389648438
3900000,156.1999969482422
3920000,142.6999969482422
3940000,131.10000610351562
3960000,119.94999694824219
3980000,130.75
4000000,149.9499969482422
4020000,151.0
4040000,146.8000030517578
4060000,142.5
4080000,143.75
4100000,149.4499969482422
4120000,144.10000610351562
4140000,138.25
4160000,130.10000610351562
4180000,129.85000610351562
4200000,132.8000030517578
4220000,138.8000030517578
4240000,137.89999389648438
4260000,133.9499969482422
4280000,133.14999389648438
4300000,129.9499969482422
4320000,130.89999389648438
4340000,134.0500030517578
4360000,135.10000610351562
4380000,138.60000610351562
4400000,144.3000030517578
4420000,144.8000030517578
4440000,151.3000030517578
4460000,135.35000610351562
4480000,133.1999969482422
4500000,124.0999984741211
4520000,127.19999694824219
4540000,128.9499969482422
4560000,139.5
4580000,142.25
4600000,149.3000030517578
4620000,144.89999389648438
4640000,154.0500030517578
4660000,147.5
4680000,140.3000030517578
4700000,145.0500030517578
4720000,157.60000610351562
4740000,151.64999389648438
4760000,140.85000610351562
4780000,136.3000030517578
4800000,137.14999389648438
4820000,139.5500030517578
4840000,128.5
4860000,131.10000610351562
4880000,131.0
4900000,137.1999969482422
4920000,131.10000610351562
4940000,130.14999389648438
4960000,146.9499969482422
4980000,148.0500030517578
5000000,141.9499969482422
5020000,127.44999694824219
5040000,135.35000610351562
5060000,131.39999389648438
5080000,135.0
5100000,132.0
5120000,136.9499969482422
5140000,134.85000610351562
5160000,129.35000610351562
5180000,119.25
5200000,127.25
5220000,132.5
5240000,136.3000030517578
5260000,136.60000610351562
5280000,137.10000610351562
5300000,133.39999389648438
5320000,134.10000610351562
5340000,135.10000610351562
5360000,141.8000030517578
5380000,134.1999969482422
5400000,133.3000030517578
5420000,131.14999389648438
5440000,134.0500030517578
5460000,134.64999389648438
5480000,141.89999389648438
5500000,130.4499969482422
5520000,129.35000610351562
5540000,126.80000305175781
5560000,129.64999389648438
5580000,141.64999389648438
5600000,143.10000610351562
5620000,149.0
5640000,153.1999969482422
5660000,153.85000610351562
5680000,159.10000610351562
5700000,158.39999389648438
5720000,142.60000610351562
5740000,147.64999389648438
5760000,137.4499969482422
5780000,137.0
5800000,131.10000610351562
5820000,141.1999969482422
5840000,135.89999389648438
5860000,140.39999389648438
5880000,141.25
5900000,154.0500030517578
5920000,150.60000610351562
5940000,141.0
5960000,140.0500030517578
5980000,141.8000030517578
6000000,156.5500030517578
6020000,166.25
6040000,161.6999969482422
6060000,157.14999389648438
6080000,152.5
6100000,145.64999389648438
6120000,157.89999389648438
6140000,139.0
6160000,149.89999389648438
6180000,136.6999969482422
6200000,130.75
6220000,130.60000610351562
6240000,125.0999984741211
6260000,128.9499969482422
6280000,124.69999694824219
6300000,133.3000030517578
6320000,139.75
6340000,140.0
6360000,144.0
6380000,137.89999389648438
6400000,137.0500030517578
6420000,132.35000610351562
6440000,139.6999969482422
6460000,136.9499969482422
6480000,136.8000030517578
6500000,130.9499969482422
6520000,136.75
6540000,136.5
6560000,137.5500030517578
6580000,133.39999389648438
6600000,127.25
6620000,131.5
6640000,140.35000610351562
6660000,139.0500030517578
6680000,139.14999389648438
6700000,137.39999389648438
6720000,139.1999969482422
6740000,133.60000610351562
6760000,132.8000030517578
6780000,133.89999389648438
6800000,140.0500030517578
6820000,142.8000030517578
6840000,150.14999389648438
6860000,146.64999389648438
6880000,148.64999389648438
6900000,143.8000030517578
6920000,144.6999969482422
6940000,151.60000610351562
6960000,155.10000610351562
6980000,157.25
7000000,159.85000610351562
7020000,160.35000610351562
7040000,147.89999389648438
7060000,146.14999389648438
7080000,137.6999969482422
7100000,153.3000030517578
7120000,139.10000610351562
7140000,144.39999389648438
7160000,134.9499969482422
7180000,143.0
7200000,138.60000610351562
7220000,133.4499969482422
7240000,136.75
7260000,145.60000610351562
7280000,146.5
7300000,134.25
7320000,129.60000610351562
7340000,133.4499969482422
7360000,136.9499969482422
7380000,135.89999389648438
7400000,139.8000030517578
7420000,142.89999389648438
7440000,147.0500030517578
7460000,151.8000030517578
7480000,153.8000030517578
7500000,163.10000610351562
7520000,160.25
7540000,145.14999389648438
7560000,149.85000610351562
7580000,145.0500030517578
7600000,151.64999389648438
7620000,145.10000610351562
7640000,144.9499969482422
7660000,139.8000030517578
7680000,150.1999969482422
7700000,163.14999389648438
7720000,161.0
7740000,160.0500030517578
7760000,142.64999389648438
7780000,139.9499969482422
7800000,133.64999389648438
7820000,137.5
7840000,140.35000610351562
7860000,146.6999969482422
7880000,143.0
7900000,147.35000610351562
7920000,145.39999389648438
7940000,151.0500030517578
7960000,148.39999389648438
7980000,156.35000610351562
8000000,151.3000030517578
8020000,153.60000610351562
8040000,154.1999969482422
8060000,148.0
8080000,149.1999969482422
8100000,145.8000030517578
8120000,146.5500030517578
8140000,150.39999389648438
8160000,150.4499969482422
8180000,150.4499969482422
8200000,140.4499969482422
8220000,136.60000610351562
8240000,155.60000610351562
8260000,153.60000610351562
8280000,158.8000030517578
8300000,163.89999389648438
8320000,158.9499969482422
8340000,158.85000610351562
8360000,144.3000030517578
8380000,166.9499969482422
8400000,167.85000610351562
8420000,165.5
8440000,143.6999969482422
8460000,145.75
8480000,147.64999389648438
8500000,147.35000610351562
8520000,158.4499969482422
8540000,162.64999389648438
8560000,156.0500030517578
8580000,165.5500030517578
8600000,165.0
8620000,169.8000030517578
8640000,172.25
8660000,159.5
8680000,155.39999389648438
8700000,160.10000610351562
8720000,162.5500030517578
8740000,171.89999389648438
8760000,163.39999389648438
8780000,163.4499969482422
8800000,151.10000610351562
8820000,156.10000610351562
8840000,156.4499969482422
8860000,160.25
8880000,155.85000610351562
8900000,138.9499969482422
8920000,147.0
8940000,151.64999389648438
8960000,155.85000610351562
8980000,153.64999389648438
9000000,154.5
9020000,147.89999389648438
9040000,143.5
9060000,147.1999969482422
9080000,149.89999389648438
9100000,161.4499969482422
9120000,156.1999969482422
9140000,145.75
9160000,148.4499969482422
9180000,151.1999969482422
9200000,166.14999389648438
9220000,147.25
9240000,159.85000610351562
9260000,151.1999969482422
9280000,159.25
9300000,160.39999389648438
9320000,159.89999389648438
9340000,162.14999389648438
9360000,167.6999969482422
9380000,172.5500030517578
9400000,173.3000030517578
9420000,164.10000610351562
9440000,157.14999389648438
9460000,162.1999969482422
9480000,167.8000030517578
9500000,160.35000610351562
9520000,142.60000610351562
9540000,139.39999389648438
9560000,152.64999389648438
9580000,161.9499969482422
9600000,156.10000610351562
9620000,153.10000610351562
9640000,157.0500030517578
9660000,154.75
9680000,160.35000610351562
9700000,155.1999969482422
9720000,161.39999389648438
9740000,151.8000030517578
9760000,157.10000610351562
9780000,154.64999389648438
9800000,158.35000610351562
9820000,166.14999389648438
9840000,159.1999969482422
9860000,158.10000610351562
9880000,143.25
9900000,149.6999969482422
9920000,172.5500030517578
9940000,171.25
9960000,157.25
9980000,136.39999389648438
10000000,135.0500030517578
10020000,144.85000610351562
10040000,143.1999969482422
10060000,155.0500030517578
10080000,158.1999969482422
10100000,167.10000610351562
10120000,159.14999389648438
10140000,140.35000610351562
10160000,143.64999389648438
10180000,145.89999389648438
10200000,146.10000610351562
10220000,148.39999389648438
10240000,147.0500030517578
10260000,150.8000030517578
10280000,141.5
10300000,146.0
10320000,171.35000610351562
10340000,170.9499969482422
10360000,169.5500030517578
10380000,140.5500030517578
10400000,162.10000610351562
10420000,153.14999389648438
10440000,157.10000610351562
10460000,139.5500030517578
10480000,144.4499969482422
10500000,145.75
10520000,167.35000610351562
10540000,160.0500030517578
10560000,179.0500030517578
10580000,155.9499969482422
10600000,154.35000610351562
10620000,145.25
10640000,150.4499969482422
10660000,151.35000610351562
10680000,153.89999389648438
10700000,154.8000030517578
10720000,158.4499969482422
10740000,150.14999389648438
10760000,153.75
10780000,146.9499969482422
10800000,154.25
10820000,162.5500030517578
10840000,169.39999389648438
10860000,177.39999389648438
10880000,173.89999389648438
10900000,172.5500030517578
10920000,163.85000610351562
10940000,151.0500030517578
10960000,140.14999389648438
10980000,126.44999694824219
11000000,127.5999984741211
11020000,134.25
11040000,140.75
11060000,148.3000030517578
11080000,150.39999389648438
11100000,151.89999389648438
11120000,147.0
11140000,146.85000610351562
11160000,137.89999389648438
11180000,141.25
11200000,144.64999389648438
11220000,154.25
11240000,151.0
11260000,144.85000610351562
11280000,149.0
11300000,147.25
11320000,150.5500030517578
11340000,136.89999389648438
11360000,149.39999389648438
11380000,149.39999389648438
11400000,153.14999389648438
11420000,150.89999389648438
11440000,152.0
11460000,153.60000610351562
11480000,155.5
11500000,156.9499969482422
11520000,159.4499969482422
11540000,162.4499969482422
11560000,163.0500030517578
11580000,160.8000030517578
11600000,161.60000610351562
11620000,156.5500030517578
11640000,158.60000610351562
11660000,148.35000610351562
11680000,147.3000030517578
11700000,153.10000610351562
11720000,158.4499969482422
11740000,158.25
11760000,156.85000610351562
11780000,169.4499969482422
11800000,175.64999389648438
11820000,167.64999389648438
11840000,156.0500030517578
11860000,144.64999389648438
11880000,142.85000610351562
11900000,148.3000030517578
11920000,151.39999389648438
11940000,145.0
11960000,147.89999389648438
11980000,160.35000610351562
12000000,164.14999389648438
12020000,167.60000610351562
12040000,141.10000610351562
12060000,139.60000610351562
12080000,127.4000015258789
12100000,143.8000030517578
12120000,147.1999969482422
12140000,159.64999389648438
12160000,159.25
12180000,152.0500030517578
12200000,158.64999389648438
12220000,152.64999389648438
12240000,160.0
12260000,134.89999389648438
12280000,148.3000030517578
12300000,146.9499969482422
12320000,153.64999389648438
12340000,148.39999389648438
12360000,145.4499969482422
12380000,152.9499969482422
12400000,147.85000610351562
12420000,172.8000030517578
12440000,166.25
12460000,169.6999969482422
12480000,159.5500030517578
12500000,155.89999389648438
12520000,157.64999389648438
12540000,144.39999389648438
12560000,144.60000610351562
12580000,162.39999389648438
12600000,168.1999969482422
12620000,167.35000610351562
12640000,145.1999969482422
12660000,147.89999389648438
12680000,148.4499969482422
12700000,167.5500030517578
12720000,160.0500030517578
12740000,171.14999389648438
12760000,150.10000610351562
12780000,168.3000030517578
12800000,162.75
12820000,181.6999969482422
12840000,163.25
12860000,155.64999389648438
12880000,151.25
12900000,163.9499969482422
12920000,164.89999389648438
12940000,166.60000610351562
12960000,168.5
12980000,167.9499969482422
13000000,149.4499969482422
13020000,165.89999389648438
13040000,161.25
13060000,193.75
13080000,187.35000610351562
13100000,176.14999389648438
13120000,146.85000610351562
13140000,144.89999389648438
13160000,150.10000610351562
13180000,166.85000610351562
13200000,175.0500030517578
13220000,171.8000030517578
13240000,158.75
13260000,154.1999969482422
13280000,158.4499969482422
13300000,158.10000610351562
13320000,154.85000610351562
13340000,148.39999389648438
13360000,152.25
13380000,142.60000610351562
13400000,156.3000030517578
13420000,162.6999969482422
13440000,164.25
13460000,163.25
13480000,174.5500030517578
13500000,184.35000610351562
13520000,180.39999389648438
13540000,166.85000610351562
13560000,155.8000030517578
13580000,150.5
13600000,151.89999389648438
13620000,153.89999389648438
13640000,160.60000610351562
13660000,162.85000610351562
13680000,158.6999969482422
13700000,159.35000610351562
13720000,171.0500030517578
13740000,168.0500030517578
13760000,164.1999969482422
13780000,150.14999389648438
13800000,147.25
13820000,149.4499969482422
13840000,140.14999389648438
13860000,136.1999969482422
13880000,134.9499969482422
13900000,146.35000610351562
13920000,155.8000030517578
13940000,160.1999969482422
13960000,150.64999389648438
13980000,157.89999389648438
14000000,151.75
14020000,162.39999389648438
14040000,158.9499969482422
14060000,158.8000030517578
14080000,149.10000610351562
14100000,153.39999389648438
14120000,156.4499969482422
14140000,141.9499969482422
14160000,138.0500030517578
14180000,141.10000610351562
14200000,156.6999969482422
14220000,163.85000610351562
14240000,161.35000610351562
14260000,170.89999389648438
14280000,162.14999389648438
14300000,163.3000030517578
14320000,149.0500030517578
14340000,152.75
14360000,160.6999969482422
14380000,158.4499969482422
14400000,163.5500030517578
14420000,160.89999389648438
14440000,159.14999389648438
14460000,146.4499969482422
14480000,146.9499969482422
14500000,145.8000030517578
14520000,151.85000610351562
14540000,148.5
14560000,151.10000610351562
14580000,154.25
14600000,164.89999389648438
14620000,173.0500030517578
14640000,167.75
14660000,155.9499969482422
14680000,155.5
14700000,157.1999969482422
14720000,164.4499969482422
14740000,160.3000030517578
14760000,154.4499969482422
14780000,151.9499969482422
14800000,161.25
14820000,160.3000030517578
14840000,161.89999389648438
14860000,160.14999389648438
14880000,150.35000610351562
14900000,145.5500030517578
14920000,143.5
14940000,155.1999969482422
14960000,154.8000030517578
14980000,156.75
15000000,154.3000030517578
15020000,149.60000610351562
15040000,148.6999969482422
15060000,152.10000610351562
15080000,150.60000610351562
15100000,157.25
15120000,159.5
15140000,156.60000610351562
15160000,172.9499969482422
15180000,167.85000610351562
15200000,175.10000610351562
15220000,184.75
15240000,193.5500030517578
15260000,188.85000610351562
15280000,147.64999389648438
15300000,142.5500030517578
15320000,140.5500030517578
15340000,151.6999969482422
15360000,151.25
15380000,158.10000610351562
15400000,155.35000610351562
15420000,159.39999389648438
15440000,159.85000610351562
15460000,162.6999969482422
15480000,166.89999389648438
15500000,174.0
15520000,168.6999969482422
15540000,187.5
15560000,174.8000030517578
15580000,172.14999389648438
15600000,149.25
15620000,147.14999389648438
15640000,147.75
15660000,169.0500030517578
15680000,170.3000030517578
15700000,160.35000610351562
15720000,142.39999389648438
15740000,162.60000610351562
15760000,170.5
15780000,201.14999389648438
15800000,175.64999389648438
15820000,174.6999969482422
15840000,149.39999389648438
15860000,159.5500030517578
15880000,169.35000610351562
15900000,171.89999389648438
15920000,176.25
15940000,192.1999969482422
15960000,180.35000610351562
15980000,198.3000030517578
16000000,185.0
16020000,189.39999389648438
16040000,182.35000610351562
16060000,162.64999389648438
16080000,153.35000610351562
16100000,144.5500030517578
16120000,171.4499969482422
16140000,176.60000610351562
16160000,204.5500030517578
16180000,199.8000030517578
16200000,183.89999389648438
16220000,156.14999389648438
16240000,150.85000610351562
16260000,164.75
16280000,176.10000610351562
16300000,167.10000610351562
16320000,153.5500030517578
16340000,143.9499969482422
16360000,145.4499969482422
16380000,157.5
16400000,167.25
16420000,169.39999389648438
16440000,162.6999969482422
16460000,155.75
16480000,154.75
16500000,154.4499969482422
16520000,169.6999969482422
16540000,176.64999389648438
16560000,178.5
16580000,173.9499969482422
16600000,159.8000030517578
16620000,157.5
16640000,154.64999389648438
16660000,156.0500030517578
16680000,156.39999389648438
16700000,164.0500030517578
16720000,161.6999969482422
16740000,165.5
16760000,157.89999389648438
16780000,160.3000030517578
16800000,171.8000030517578
16820000,174.5
16840000,180.0500030517578
16860000,154.14999389648438
16880000,149.10000610351562
16900000,148.0500030517578
16920000,161.1999969482422
16940000,170.85000610351562
16960000,172.3000030517578
16980000,185.25
17000000,188.35000610351562
17020000,182.9499969482422
17040000,173.5500030517578
17060000,153.4499969482422
17080000,141.5
17100000,148.0500030517578
17120000,151.14999389648438
17140000,154.0500030517578
17160000,161.60000610351562
17180000,157.85000610351562
17200000,160.64999389648438
17220000,149.60000610351562
17240000,146.5
17260000,156.4499969482422
17280000,172.75
17300000,171.39999389648438
17320000,189.5500030517578
17340000,180.5500030517578
17360000,181.0500030517578
17380000,165.14999389648438
17400000,168.5500030517578
17420000,178.3000030517578
17440000,182.75
17460000,194.25
17480000,183.89999389648438
17500000,205.5500030517578
17520000,207.60000610351562
17540000,218.85000610351562
17560000,211.39999389648438
17580000,200.6999969482422
17600000,175.14999389648438
17620000,178.8000030517578
17640000,170.85000610351562
17660000,168.1999969482422
17680000,169.0
17700000,163.14999389648438
17720000,173.1999969482422
17740000,185.85000610351562
17760000,196.1999969482422
17780000,187.0500030517578
17800000,175.35000610351562
17820000,171.10000610351562
17840000,178.75
17860000,180.6999969482422
17880000,186.39999389648438
17900000,176.75
17920000,183.10000610351562
17940000,196.5
17960000,193.85000610351562
17980000,174.25
18000000,161.9499969482422
18020000,160.60000610351562
18040000,170.10000610351562
18060000,168.85000610351562
18080000,165.5500030517578
18100000,165.6999969482422
18120000,164.60000610351562
18140000,173.89999389648438
18160000,175.85000610351562
18180000,182.1999969482422
18200000,177.5
18220000,166.39999389648438
18240000,168.60000610351562
18260000,169.1999969482422
18280000,171.14999389648438
18300000,176.5500030517578
18320000,175.5500030517578
18340000,165.1999969482422
18360000,165.89999389648438
18380000,162.39999389648438
18400000,155.10000610351562
18420000,154.10000610351562
18440000,154.0
18460000,167.85000610351562
18480000,170.75
18500000,197.10000610351562
18520000,175.0500030517578
18540000,176.0500030517578
18560000,152.0
18580000,154.5500030517578
18600000,157.5500030517578
18620000,160.0500030517578
18640000,163.89999389648438
18660000,158.5500030517578
18680000,157.8000030517578
18700000,165.64999389648438
18720000,170.89999389648438
18740000,177.10000610351562
18760000,173.85000610351562
18780000,193.85000610351562
18800000,177.85000610351562
18820000,171.14999389648438
18840000,156.9499969482422
18860000,163.5500030517578
18880000,161.5500030517578
18900000,167.89999389648438
18920000,186.60000610351562
18940000,196.0500030517578
18960000,186.4499969482422
18980000,179.89999389648438
19000000,180.0500030517578
19020000,176.4499969482422
19040000,199.25
19060000,190.0500030517578
19080000,188.5
19100000,187.5500030517578
19120000,188.14999389648438
19140000,183.75
19160000,177.1999969482422
19180000,164.64999389648438
19200000,160.10000610351562
19220000,165.0500030517578
19240000,177.25
19260000,187.14999389648438
19280000,211.0
19300000,231.39999389648438
19320000,214.64999389648438
19340000,198.85000610351562
19360000,160.0500030517578
19380000,159.3000030517578
19400000,150.3000030517578
19420000,168.64999389648438
19440000,161.0
19460000,168.35000610351562
19480000,157.89999389648438
19500000,154.8000030517578
19520000,167.89999389648438
19540000,164.3000030517578
19560000,165.64999389648438
19580000,167.85000610351562
19600000,182.10000610351562
19620000,188.85000610351562
19640000,184.10000610351562
19660000,185.10000610351562
19680000,183.6999969482422
19700000,193.10000610351562
19720000,186.39999389648438
19740000,176.1999969482422
19760000,177.85000610351562
19780000,166.1999969482422
19800000,169.8000030517578
19820000,172.89999389648438
19840000,172.64999389648438
19860000,180.25
19880000,179.3000030517578
19900000,176.10000610351562
19920000,167.25
19940000,167.4499969482422
19960000,166.85000610351562
19980000,172.10000610351562
20000000,164.10000610351562
20020000,165.75
20040000,175.5
20060000,166.89999389648438
20080000,182.5
20100000,166.85000610351562
20120000,181.1999969482422
20140000,179.4499969482422
20160000,184.89999389648438
20180000,178.4499969482422
20200000,182.9499969482422
20220000,190.3000030517578
20240000,186.64999389648438
20260000,169.1999969482422
20280000,161.8000030517578
20300000,161.64999389648438
20320000,167.89999389648438
20340000,162.85000610351562
20360000,163.0500030517578
20380000,174.6999969482422
20400000,170.5500030517578
20420000,189.39999389648438
20440000,185.6999969482422
20460000,197.5500030517578
20480000,198.0
20500000,178.8000030517578
20520000,174.9499969482422
20540000,170.35000610351562
20560000,175.9499969482422
20580000,181.39999389648438
20600000,179.75
20620000,176.8000030517578
20640000,174.9499969482422
20660000,166.0500030517578
20680000,171.9499969482422
20700000,164.4499969482422
20720000,165.8000030517578
20740000,191.1999969482422
20760000,185.39999389648438
20780000,178.60000610351562
20800000,163.5
20820000,164.39999389648438
20840000,156.85000610351562
20860000,162.85000610351562
20880000,159.4499969482422
20900000,166.0500030517578
20920000,170.0
20940000,169.9499969482422
20960000,170.85000610351562
20980000,162.4499969482422
21000000,162.60000610351562
21020000,164.3000030517578
21040000,176.5
21060000,163.3000030517578
21080000,174.4499969482422
21100000,167.25
21120000,181.5500030517578
21140000,173.89999389648438
21160000,177.8000030517578
21180000,176.6999969482422
21200000,180.8000030517578
21220000,168.0500030517578
21240000,161.8000030517578
21260000,164.6999969482422
21280000,177.0500030517578
21300000,183.25
21320000,174.5500030517578
21340000,187.75
21360000,171.8000030517578
21380000,189.8000030517578
21400000,176.64999389648438
21420000,181.9499969482422
21440000,181.9499969482422
21460000,178.39999389648438
21480000,178.9499969482422
21500000,173.3000030517578
21520000,167.75
21540000,157.5500030517578
21560000,159.85000610351562
21580000,168.5500030517578
21600000,187.89999389648438
21620000,197.64999389648438
21640000,198.85000610351562
21660000,194.9499969482422
21680000,174.10000610351562
21700000,171.14999389648438
21720000,164.0500030517578
21740000,154.35000610351562
21760000,156.64999389648438
21780000,170.4499969482422
21800000,177.25
21820000,181.89999389648438
21840000,185.75
21860000,178.64999389648438
21880000,192.35000610351562
21900000,185.5
21920000,201.0
21940000,198.5
21960000,173.35000610351562
21980000,155.4499969482422
22000000,154.60000610351562
22020000,171.1999969482422
22040000,176.89999389648438
22060000,192.5500030517578
22080000,192.60000610351562
22100000,189.4499969482422
22120000,175.39999389648438
22140000,167.0
22160000,155.35000610351562
22180000,167.85000610351562
22200000,172.1999969482422
22220000,183.5500030517578
22240000,201.35000610351562
22260000,197.4499969482422
22280000,209.25
22300000,210.6999969482422
22320000,196.5
22340000,183.75
22360000,169.8000030517578
22380000,165.39999389648438
22400000,171.89999389648438
22420000,176.4499969482422
22440000,193.75
22460000,197.0
22480000,182.5
22500000,184.8000030517578
22520000,178.89999389648438
22540000,178.85000610351562
22560000,169.64999389648438
22580000,171.0500030517578
22600000,186.10000610351562
22620000,193.25
22640000,189.6999969482422
22660000,181.4499969482422
22680000,202.1999969482422
22700000,201.1999969482422
22720000,197.9499969482422
22740000,186.10000610351562
22760000,164.9499969482422
22780000,172.8000030517578
22800000,184.0500030517578
22820000,190.9499969482422
22840000,197.0500030517578
22860000,210.0500030517578
22880000,179.4499969482422
22900000,207.39999389648438
22920000,191.8000030517578
22940000,183.5500030517578
22960000,167.10000610351562
22980000,172.5
23000000,178.8000030517578
23020000,171.14999389648438
23040000,176.85000610351562
23060000,171.8000030517578
23080000,168.10000610351562
23100000,178.64999389648438
23120000,178.10000610351562
23140000,174.4499969482422
23160000,163.3000030517578
23180000,165.64999389648438
23200000,160.0
23220000,157.8000030517578
23240000,162.85000610351562
23260000,183.9499969482422
23280000,199.10000610351562
23300000,209.75
23320000,226.3000030517578
23340000,206.25
23360000,195.6999969482422
23380000,185.60000610351562
23400000,177.25
23420000,182.89999389648438
23440000,174.9499969482422
23460000,180.4499969482422
23480000,172.64999389648438
23500000,168.89999389648438
23520000,164.14999389648438
23540000,177.10000610351562
23560000,175.3000030517578
23580000,171.4499969482422
23600000,162.9499969482422
23620000,172.9499969482422
23640000,176.85000610351562
23660000,183.64999389648438
23680000,188.0500030517578
23700000,193.3000030517578
23720000,189.75
23740000,174.9499969482422
23760000,164.75
23780000,173.25
23800000,178.3000030517578
23820000,175.35000610351562
23840000,181.1999969482422
23860000,180.75
23880000,183.1999969482422
23900000,187.3000030517578
23920000,181.0500030517578
23940000,178.35000610351562
23960000,210.4499969482422
23980000,203.25
24000000,190.0500030517578
24020000,185.8000030517578
24040000,166.4499969482422
24060000,182.39999389648438
24080000,180.5500030517578
24100000,182.64999389648438
24120000,175.8000030517578
24140000,172.3000030517578
24160000,174.0
24180000,187.0
24200000,191.4499969482422
24220000,188.5
24240000,186.89999389648438
24260000,170.60000610351562
24280000,171.9499969482422
24300000,171.0500030517578
24320000,179.89999389648438
24340000,174.8000030517578
24360000,192.0
24380000,195.35000610351562
24400000,185.1999969482422
24420000,194.10000610351562
24440000,170.10000610351562
24460000,193.60000610351562
24480000,178.4499969482422
24500000,173.0500030517578
24520000,169.89999389648438
24540000,179.75
24560000,203.5
24580000,200.0500030517578
24600000,196.14999389648438
24620000,173.85000610351562
24640000,169.3000030517578
24660000,180.89999389648438
24680000,180.1999969482422
24700000,208.35000610351562
24720000,207.5500030517578
24740000,203.89999389648438
24760000,179.10000610351562
24780000,182.25
24800000,191.39999389648438
24820000,200.8000030517578
24840000,202.9499969482422
24860000,189.10000610351562
24880000,187.60000610351562
24900000,172.64999389648438
